Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Mister Freeze's Face","Sunnyside Crags > (09) Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813406/mister-freezes-face,2.0,-1,"Trad, Sport",5.10d,1,130,36.145,-115.49403
"Grape Nuts","Refrigerator Wall > (09) Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105964379/grape-nuts,3.0,-1,Sport,"5.10c PG13",1,110,36.1437,-115.49583
"Sand Felipe","North Face > Whiskey Peak > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732785/sand-felipe,2.6,-1,Sport,5.10-,2,110,36.03509,-115.46345
"Miss Conception","North Face > Whiskey Peak > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813521/miss-conception,2.8,-1,"Trad, Sport",5.10c,3,200,36.03509,-115.46345
"West Edge Lane","The Monument > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107435440/west-edge-lane,2.0,-1,Sport,5.11d,1,80,36.03897,-115.46096
"Yellow Brick Road","Black Velvet Wall > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732716/yellow-brick-road,3.3,-1,"Trad, Sport",5.10b,5,550,36.03518,-115.46652
"Prince of Darkness","Black Velvet Wall > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732458/prince-of-darkness,3.1,-1,"Trad, Sport",5.10c,6,700,36.03518,-115.46652
"Johnny Come Lately","Black Velvet Wall > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732806/johnny-come-lately,3.0,-1,Sport,5.10+,1,120,36.03518,-115.46652
Dogma,"Horseshoe Wall > (13) Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732656/dogma,3.6,-1,"Trad, Sport",5.11c,1,,36.09221,-115.48184
"Pleasure Dog (aka It's a Bitch)","Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880562/pleasure-dog-aka-its-a-bitch,2.5,-1,Sport,5.10b,1,50,36.14745,-115.42927
"Cat Walk","Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880631/cat-walk,2.4,-1,Sport,5.10b,1,40,36.14745,-115.42927
"Dog Logic (aka Here Kitty, Kitty)","Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880567/dog-logic-aka-here-kitty-kitty,2.5,-1,Sport,5.11b,1,50,36.14745,-115.42927
"Poodle Chainsaw Massacre","Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106347324/poodle-chainsaw-massacre,2.6,-1,Sport,5.11c,1,45,36.14745,-115.42927
Cujo,"Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905259/cujo,3.2,-1,Sport,5.11d,1,30,36.14745,-115.42927
"Dolphin Safe","Tuna and Chips Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107015275/dolphin-safe,2.5,-1,"Trad, Sport","5.7 R",1,110,36.14846,-115.42939
"No Hay Sequia","Tuna and Chips Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116238857/no-hay-sequia,2.3,-1,Sport,5.8-,1,85,36.14846,-115.42939
"Albacore Man","Tuna and Chips Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107015300/albacore-man,2.4,-1,"Trad, Sport","5.8 R",1,100,36.14846,-115.42939
"Reverse Osmosis","Tuna and Chips Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116238844/reverse-osmosis,2.8,-1,Sport,5.8,1,70,36.14846,-115.42939
Waterstreak,"Tuna and Chips Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732308/waterstreak,2.6,-1,Sport,"5.10a R",1,230,36.14846,-115.42939
"Silk Panties","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732614/silk-panties,2.1,-1,Sport,5.7,1,60,36.14964,-115.4299
"The Last Panty","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106931187/the-last-panty,2.1,-1,Sport,5.7,1,45,36.14964,-115.4299
"Black Lace","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108544422/black-lace,2.5,-1,Sport,5.8,1,60,36.14964,-115.4299
"Brief Encounter","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813275/brief-encounter,2.6,-1,Sport,5.8,1,60,36.14964,-115.4299
"Boxer Rebellion","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813282/boxer-rebellion,2.5,-1,Sport,5.8,1,60,36.14964,-115.4299
"Sacred Undergarment Squeeze Job","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,2.6,-1,Sport,5.8,1,70,36.14964,-115.4299
"Office Party","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116248273/office-party,2.5,-1,Sport,5.9,1,35,36.14964,-115.4299
"Victoria's Secret","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732524/victorias-secret,2.2,-1,"Sport, TR",5.10c,1,80,36.14964,-115.4299
"Panty Mime","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105811601/panty-mime,2.6,-1,Sport,5.10d,1,50,36.14964,-115.4299
"Corner Office","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113945413/corner-office,2.7,-1,Sport,5.10d,1,40,36.14964,-115.4299
"Office Expansion","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114276109/office-expansion,2.1,-1,Sport,5.11a,1,40,36.14964,-115.4299
"Totally Clips","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732320/totally-clips,3.0,-1,Sport,5.11a,1,60,36.14964,-115.4299
"Viagra Falls","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732629/viagra-falls,2.7,-1,Sport,5.11d,1,50,36.14964,-115.4299
"A Fraction of the Action","Tiger Stripe Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732635/a-fraction-of-the-action,3.0,-1,Sport,5.10a,1,120,36.14801,-115.43051
"White Tigers","Tiger Stripe Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926137/white-tigers,2.1,-1,Sport,"5.10b PG13",1,80,36.14801,-115.43051
"Scent of the Ultraman","Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106327989/scent-of-the-ultraman,2.3,-1,"Sport, TR",5.7,1,110,36.15151,-115.43125
Godzilla,"Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107010956/godzilla,2.8,-1,"Sport, TR",5.7,1,120,36.15151,-115.43125
"Science Patrol","Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732908/science-patrol,2.7,-1,"Sport, TR",5.8,1,170,36.15151,-115.43125
Ultraman,"Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732638/ultraman,3.0,-1,"Sport, TR","5.8+ R",1,130,36.15151,-115.43125
"Speed Racer","Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732644/speed-racer,2.8,-1,"Trad, Sport, TR","5.8+ X",1,120,36.15151,-115.43125
"Clutch Cargo","Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732641/clutch-cargo,2.6,-1,"Sport, TR",5.9,1,90,36.15151,-115.43125
"Destroy All Monsters","Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108523687/destroy-all-monsters,2.0,-1,"Sport, TR",5.10-,1,130,36.15151,-115.43125
"Big Top","Circus Cliff > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304785/big-top,2.8,-1,Sport,5.10d,1,60,36.14686,-115.42907
"Lion Tamer","Circus Cliff > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304717/lion-tamer,2.3,-1,Sport,5.11b,1,35,36.14686,-115.42907
"Elephant Man","Circus Cliff > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304781/elephant-man,2.6,-1,Sport,5.11b,1,,36.14686,-115.42907
Money,"The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915060/money,2.7,-1,Sport,5.10c,1,30,36.14849,-115.42904
"The Warming","The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915047/the-warming,2.3,-1,Sport,5.10d,1,45,36.14849,-115.42904
"Snack Crack","The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915042/snack-crack,2.6,-1,Sport,5.11c/d,1,45,36.14849,-115.42904
Casino,"The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915030/casino,3.0,-1,Sport,5.11d,1,45,36.14849,-115.42904
"My Thai","The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915034/my-thai,3.1,-1,Sport,5.11d,1,45,36.14849,-115.42904
"Hang Ten","The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915051/hang-ten,2.5,-1,Sport,5.11d,1,45,36.14849,-115.42904
"Full Sail","Newcastle Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516318/full-sail,2.3,-1,Sport,5.10d,1,45,36.15122,-115.43254
Guinness,"Newcastle Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106560941/guinness,2.0,-1,Sport,5.11a/b,1,50,36.15122,-115.43254
"Pale Ale","Newcastle Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926121/pale-ale,3.1,-1,Sport,5.11b,1,40,36.15122,-115.43254
"Brown Ale","Newcastle Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926116/brown-ale,2.4,-1,Sport,5.11d,1,65,36.15122,-115.43254
"Epic Curious","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585152/epic-curious,2.3,-1,Sport,5.8,1,50,36.1461,-115.42647
"Is this now?","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585158/is-this-now,2.3,-1,Sport,5.9,1,50,36.1461,-115.42647
"Wash Away the Rain","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585164/wash-away-the-rain,2.4,-1,Sport,5.9+,1,50,36.1461,-115.42647
"Strangers to Ourselves","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585170/strangers-to-ourselves,2.5,-1,Sport,5.10a,1,60,36.1461,-115.42647
"Bottomless Pit","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926159/bottomless-pit,2.9,-1,Sport,5.10-,1,75,36.1461,-115.42647
"The End","The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926172/the-end,2.5,-1,Sport,5.10b,1,50,36.1461,-115.42647
"Hammy the Girl","Great Red Roof Area > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108975393/hammy-the-girl,2.0,-1,Sport,5.10c,1,40,36.15021,-115.42965
"Stand Dumb and Speak Not","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289757/stand-dumb-and-speak-not,2.4,-1,Sport,5.7,1,80,36.15055,-115.43111
"Frailty Thy Name is Sandstone","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106337085/frailty-thy-name-is-sandstone,2.5,-1,Sport,5.7,1,90,36.15055,-115.43111
"Sweets to the Sweet","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106337101/sweets-to-the-sweet,2.3,-1,Sport,5.7,1,90,36.15055,-115.43111
"Alas, Poor Yorick","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289797/alas-poor-yorick,2.7,-1,Sport,5.7+,2,130,36.15055,-115.43111
"When the Blood Burns","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949840/when-the-blood-burns,2.5,-1,"Sport, TR",5.8,1,85,36.15055,-115.43111
"To Grunt and Sweat","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958581/to-grunt-and-sweat,2.5,-1,Sport,5.8,1,60,36.15055,-115.43111
"Perchance to Dream","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958589/perchance-to-dream,2.6,-1,Sport,5.8,1,90,36.15055,-115.43111
"The Die is Cast","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111157847/the-die-is-cast,2.4,-1,Sport,5.8,1,85,36.15055,-115.43111
"Sea of Troubles","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106608213/sea-of-troubles,2.8,-1,Sport,5.9,1,75,36.15055,-115.43111
"Thy Spirit of a Father Lost","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112791735/thy-spirit-of-a-father-lost,2.7,-1,Sport,5.10a,1,85,36.15055,-115.43111
"Test of Time","Iron Man Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222695/test-of-time,2.5,-1,Sport,5.10a,1,55,36.15189,-115.4321
"Silver Surfer","Iron Man Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222701/silver-surfer,2.5,-1,"Sport, TR",5.10a/b,1,55,36.15189,-115.4321
"Iron Maiden","Iron Man Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222692/iron-maiden,3.0,-1,Sport,5.11-,1,70,36.15189,-115.4321
Oxosis,"Iron Man Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106510205/oxosis,2.3,-1,Sport,5.11c/d,1,45,36.15189,-115.4321
"The Sun Never Sets","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718682/the-sun-never-sets,2.1,-1,Sport,5.7,1,55,36.14543,-115.42639
"The Three Kingdoms","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545754/the-three-kingdoms,2.2,-1,Sport,5.7,1,70,36.14543,-115.42639
"Five Charter Oath","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545907/five-charter-oath,2.3,-1,Sport,5.8-,1,55,36.14543,-115.42639
"Sultans and Viziers","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545922/sultans-and-viziers,2.3,-1,Sport,5.8,1,55,36.14543,-115.42639
"Babylon 5.8","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757206/babylon-58,2.0,-1,Sport,5.8,1,40,36.14543,-115.42639
"This is Sparta","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757203/this-is-sparta,2.0,-1,Sport,5.9,1,60,36.14543,-115.42639
"Ming Dynasty","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686441/ming-dynasty,2.5,-1,Sport,5.9+,1,40,36.14543,-115.42639
"Manifest Destiny","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718688/manifest-destiny,3.0,-1,Sport,5.9+,1,70,36.14543,-115.42639
"Umayyad Caliphate","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545942/umayyad-caliphate,2.6,-1,Sport,5.9+,1,60,36.14543,-115.42639
"Mongol Hoarde","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686396/mongol-hoarde,2.9,-1,Sport,5.10a,1,40,36.14543,-115.42639
Byzantium,"Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686416/byzantium,2.4,-1,Sport,5.10b,1,45,36.14543,-115.42639
"The Fall of Rome","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718692/the-fall-of-rome,2.6,-1,Sport,5.10b,1,70,36.14543,-115.42639
Conquistador,"Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757210/conquistador,3.1,-1,Sport,5.10d,1,35,36.14543,-115.42639
"Prime Ticket","Universal City > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107527302/prime-ticket,2.9,-1,Sport,5.11b,1,50,36.14724,-115.42684
"Cameo Appearance","Universal City > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107527334/cameo-appearance,3.0,-1,Sport,5.11d,1,50,36.14724,-115.42684
"Star Search","Universal City > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107532118/star-search,2.7,-1,Sport,5.11d,1,50,36.14724,-115.42684
Slabulous,"The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182112/slabulous,1.9,-1,Sport,5.7,1,60,36.14878,-115.43033
"Slab Stick","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111334191/slab-stick,2.1,-1,Sport,5.7,1,50,36.14878,-115.43033
"Slab Happy","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111334206/slab-happy,2.2,-1,Sport,5.7,1,50,36.14878,-115.43033
"Chuckwalla Slab","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114058293/chuckwalla-slab,2.0,-1,Sport,"5.7 PG13",1,50,36.14878,-115.43033
Slabby,"The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114058257/slabby,2.2,-1,Sport,"5.7+ PG13",1,50,36.14878,-115.43033
"Smear Campaign","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107910085/smear-campaign,2.3,-1,Sport,5.8,1,80,36.14878,-115.43033
"Crab On A Slab","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111803892/crab-on-a-slab,2.4,-1,Sport,5.8,1,50,36.14878,-115.43033
Slabracadabra,"The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111851366/slabracadabra,2.3,-1,Sport,"5.8 PG13",1,50,36.14878,-115.43033
"Slabbing It","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114060187/slabbing-it,2.3,-1,Sport,"5.10a PG13",1,50,36.14878,-115.43033
"Streak on the Slab","The Slab > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182328/streak-on-the-slab,2.6,-1,Sport,5.10-,1,50,36.14878,-115.43033
"Mind if I do a J?","The J Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107959357/mind-if-i-do-a-j,2.7,-1,Sport,5.10b,1,55,36.15031,-115.43086
"Killer Joe","The J Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107959348/killer-joe,2.5,-1,Sport,5.10d,1,50,36.15031,-115.43086
"Power Tower","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563772/power-tower,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Bumper Cars","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563786/bumper-cars,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Demon Drop","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563796/demon-drop,2.0,-1,Sport,5.7,1,35,36.14941,-115.43047
"Haunted House","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563805/haunted-house,2.2,-1,Sport,5.7,1,35,36.14941,-115.43047
"Log Flume","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563816/log-flume,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Tea Cups","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563825/tea-cups,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Roller Coaster","Amusement Park > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563892/roller-coaster,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Walk The Plank","The Shipwreck > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108704235/walk-the-plank,2.2,-1,"Trad, Sport",5.8,1,50,36.14789,-115.42971
"Burial At Sea","The Shipwreck > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108704243/burial-at-sea,2.1,-1,Sport,5.10a,1,45,36.14789,-115.42971
"Lil's Juicy Juice","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868505/lils-juicy-juice,2.1,-1,Sport,5.8,1,30,36.14467,-115.42562
"Here Comes the Sun","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868514/here-comes-the-sun,2.5,-1,Sport,5.9,1,35,36.14467,-115.42562
"Big Head","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868526/big-head,2.5,-1,Sport,5.10a,1,30,36.14467,-115.42562
"Flying Trapeze","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868545/flying-trapeze,1.9,-1,Sport,5.10a,1,30,36.14467,-115.42562
"Angel Tears Falling from Heaven and Splashing in my Eye","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868537/angel-tears-falling-from-heaven-and-splashing-in-my-eye,2.5,-1,Sport,5.10c,1,30,36.14467,-115.42562
"Into the Light","The Chasm > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868563/into-the-light,2.6,-1,Sport,5.10,1,60,36.14524,-115.42518
Climhazzard,"The Chasm > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868570/climhazzard,3.0,-1,Sport,5.11b,1,50,36.14524,-115.42518
"Virgil and Beatrice","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868751/virgil-and-beatrice,2.6,-1,Sport,5.9,1,50,36.14497,-115.42471
"Three Mouths, Three Faces","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868720/three-mouths-three-faces,2.5,-1,Sport,5.10a,1,55,36.14497,-115.42471
"Divine Comedy","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868733/divine-comedy,3.3,-1,Sport,5.10a,1,65,36.14497,-115.42471
"The Right Road Lost","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868754/the-right-road-lost,2.7,-1,Sport,5.10a,1,50,36.14497,-115.42471
"One Hundred Cantos","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868730/one-hundred-cantos,2.6,-1,Sport,5.10b,1,35,36.14497,-115.42471
"Celestial Spheres","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868739/celestial-spheres,2.6,-1,Sport,5.10b,1,65,36.14497,-115.42471
Dis,"Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868708/dis,2.1,-1,Sport,5.10,1,35,36.14497,-115.42471
"Virtuous Pagans","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868744/virtuous-pagans,2.8,-1,Sport,5.10c,1,70,36.14497,-115.42471
